Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A18002_001,SE_A18002_002,SE_A18002_003,SE_A18002_004,SE_A18002_005,SE_A18002_006,PCT_SE_A18002_002,PCT_SE_A18002_003,PCT_SE_A18002_004,PCT_SE_A18002_005,PCT_SE_A18002_006
36081066100,Census Tract 661,"Census Tract 661, Queens County, New York",ny,140,0,ACSSF,6974,,,,,36,81,,,,66100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081066100,,,133576,0,150,0,51,35,35,29,0,34,23.33,23.33,19.33
36081066300,Census Tract 663,"Census Tract 663, Queens County, New York",ny,140,0,ACSSF,6975,,,,,36,81,,,,66300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081066300,,,524960,0,148,0,51,39,26,32,0,34.46,26.35,17.57,21.62
36081066400,Census Tract 664,"Census Tract 664, Queens County, New York",ny,140,0,ACSSF,6976,,,,,36,81,,,,66400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081066400,,,2809000,145671,1465,56,852,223,334,0,3.82,58.16,15.22,22.8,0
36081066501,Census Tract 665.01,"Census Tract 665.01, Queens County, New York",ny,140,0,ACSSF,6977,,,,,36,81,,,,66501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081066501,,,328021,0,484,26,186,115,148,9,5.37,38.43,23.76,30.58,1.86
36081066701,Census Tract 667.01,"Census Tract 667.01, Queens County, New York",ny,140,0,ACSSF,6978,,,,,36,81,,,,66701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081066701,,,252628,0,418,0,40,149,185,44,0,9.57,35.65,44.26,10.53
36081066900,Census Tract 669,"Census Tract 669, Queens County, New York",ny,140,0,ACSSF,6979,,,,,36,81,,,,66900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081066900,,,160095,0,272,0,89,105,56,22,0,32.72,38.6,20.59,8.09
36081067100,Census Tract 671,"Census Tract 671, Queens County, New York",ny,140,0,ACSSF,6980,,,,,36,81,,,,67100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081067100,,,229104,0,66,0,25,5,18,18,0,37.88,7.58,27.27,27.27
36081067700,Census Tract 677,"Census Tract 677, Queens County, New York",ny,140,0,ACSSF,6981,,,,,36,81,,,,67700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081067700,,,185953,0,116,13,55,20,15,13,11.21,47.41,17.24,12.93,11.21
36081067900,Census Tract 679,"Census Tract 679, Queens County, New York",ny,140,0,ACSSF,6982,,,,,36,81,,,,67900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081067900,,,253611,0,1267,40,511,295,287,134,3.16,40.33,23.28,22.65,10.58
36081068000,Census Tract 680,"Census Tract 680, Queens County, New York",ny,140,0,ACSSF,6983,,,,,36,81,,,,68000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081068000,,,764229,0,410,0,189,122,47,52,0,46.1,29.76,11.46,12.68
36081068200,Census Tract 682,"Census Tract 682, Queens County, New York",ny,140,0,ACSSF,6984,,,,,36,81,,,,68200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081068200,,,230135,0,113,4,47,24,38,0,3.54,41.59,21.24,33.63,0
36081068300,Census Tract 683,"Census Tract 683, Queens County, New York",ny,140,0,ACSSF,6985,,,,,36,81,,,,68300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081068300,,,244391,0,908,0,226,236,410,36,0,24.89,25.99,45.15,3.96
36081068700,Census Tract 687,"Census Tract 687, Queens County, New York",ny,140,0,ACSSF,6986,,,,,36,81,,,,68700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081068700,,,278499,0,1027,11,509,268,191,48,1.07,49.56,26.1,18.6,4.67
36081069000,Census Tract 690,"Census Tract 690, Queens County, New York",ny,140,0,ACSSF,6987,,,,,36,81,,,,69000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081069000,,,350534,0,486,0,179,141,158,8,0,36.83,29.01,32.51,1.65
36081069300,Census Tract 693,"Census Tract 693, Queens County, New York",ny,140,0,ACSSF,6988,,,,,36,81,,,,69300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081069300,,,142998,0,999,61,321,234,333,50,6.11,32.13,23.42,33.33,5.01
36081069400,Census Tract 694,"Census Tract 694, Queens County, New York",ny,140,0,ACSSF,6989,,,,,36,81,,,,69400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081069400,,,520067,4775,515,0,328,89,98,0,0,63.69,17.28,19.03,0
36081069500,Census Tract 695,"Census Tract 695, Queens County, New York",ny,140,0,ACSSF,6990,,,,,36,81,,,,69500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081069500,,,213219,0,429,9,149,126,138,7,2.1,34.73,29.37,32.17,1.63
36081069701,Census Tract 697.01,"Census Tract 697.01, Queens County, New York",ny,140,0,ACSSF,6991,,,,,36,81,,,,69701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081069701,,,132473,0,1571,84,755,232,426,74,5.35,48.06,14.77,27.12,4.71
36081069702,Census Tract 697.02,"Census Tract 697.02, Queens County, New York",ny,140,0,ACSSF,6992,,,,,36,81,,,,69702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081069702,,,441419,0,396,34,133,81,129,19,8.59,33.59,20.45,32.58,4.8
36081070300,Census Tract 703,"Census Tract 703, Queens County, New York",ny,140,0,ACSSF,6993,,,,,36,81,,,,70300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081070300,,,241047,0,200,0,116,24,30,30,0,58,12,15,15
36081070700,Census Tract 707,"Census Tract 707, Queens County, New York",ny,140,0,ACSSF,6994,,,,,36,81,,,,70700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081070700,,,222061,0,263,27,134,63,18,21,10.27,50.95,23.95,6.84,7.98
36081070900,Census Tract 709,"Census Tract 709, Queens County, New York",ny,140,0,ACSSF,6995,,,,,36,81,,,,70900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081070900,,,219537,0,402,0,197,108,41,56,0,49,26.87,10.2,13.93
36081071100,Census Tract 711,"Census Tract 711, Queens County, New York",ny,140,0,ACSSF,6996,,,,,36,81,,,,71100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081071100,,,375484,0,1056,0,609,200,188,59,0,57.67,18.94,17.8,5.59
36081071303,Census Tract 713.03,"Census Tract 713.03, Queens County, New York",ny,140,0,ACSSF,6997,,,,,36,81,,,,71303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081071303,,,140652,0,1791,50,1024,376,271,70,2.79,57.17,20.99,15.13,3.91
36081071304,Census Tract 713.04,"Census Tract 713.04, Queens County, New York",ny,140,0,ACSSF,6998,,,,,36,81,,,,71304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081071304,,,154865,0,2045,84,669,533,601,158,4.11,32.71,26.06,29.39,7.73
36081071305,Census Tract 713.05,"Census Tract 713.05, Queens County, New York",ny,140,0,ACSSF,6999,,,,,36,81,,,,71305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081071305,,,135001,0,1955,46,727,597,510,75,2.35,37.19,30.54,26.09,3.84
36081071306,Census Tract 713.06,"Census Tract 713.06, Queens County, New York",ny,140,0,ACSSF,7000,,,,,36,81,,,,71306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081071306,,,181329,0,2063,32,964,540,413,114,1.55,46.73,26.18,20.02,5.53
36081071600,Census Tract 716,"Census Tract 716, Queens County, New York",ny,140,0,ACSSF,7001,,,,,36,81,,,,71600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081071600,,,18319107,904474,0,0,0,0,0,0,,,,,
36081071701,Census Tract 717.01,"Census Tract 717.01, Queens County, New York",ny,140,0,ACSSF,7002,,,,,36,81,,,,71701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081071701,,,190070,0,1342,17,618,112,554,41,1.27,46.05,8.35,41.28,3.06
36081071702,Census Tract 717.02,"Census Tract 717.02, Queens County, New York",ny,140,0,ACSSF,7003,,,,,36,81,,,,71702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081071702,,,226987,0,930,35,252,118,396,129,3.76,27.1,12.69,42.58,13.87
36081071900,Census Tract 719,"Census Tract 719, Queens County, New York",ny,140,0,ACSSF,7004,,,,,36,81,,,,71900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081071900,,,165953,0,693,20,181,132,295,65,2.89,26.12,19.05,42.57,9.38
36081072100,Census Tract 721,"Census Tract 721, Queens County, New York",ny,140,0,ACSSF,7005,,,,,36,81,,,,72100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081072100,,,170327,0,1011,44,452,87,349,79,4.35,44.71,8.61,34.52,7.81
36081072300,Census Tract 723,"Census Tract 723, Queens County, New York",ny,140,0,ACSSF,7006,,,,,36,81,,,,72300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081072300,,,470056,0,74,7,36,12,0,19,9.46,48.65,16.22,0,25.68
36081072900,Census Tract 729,"Census Tract 729, Queens County, New York",ny,140,0,ACSSF,7007,,,,,36,81,,,,72900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081072900,,,193731,0,75,3,43,6,4,19,4,57.33,8,5.33,25.33
36081073100,Census Tract 731,"Census Tract 731, Queens County, New York",ny,140,0,ACSSF,7008,,,,,36,81,,,,73100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081073100,,,189843,0,178,5,74,42,40,17,2.81,41.57,23.6,22.47,9.55
36081073700,Census Tract 737,"Census Tract 737, Queens County, New York",ny,140,0,ACSSF,7009,,,,,36,81,,,,73700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081073700,,,210609,0,608,27,310,82,170,19,4.44,50.99,13.49,27.96,3.12
36081073900,Census Tract 739,"Census Tract 739, Queens County, New York",ny,140,0,ACSSF,7010,,,,,36,81,,,,73900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081073900,,,224293,0,1457,133,765,258,234,67,9.13,52.51,17.71,16.06,4.6
36081074100,Census Tract 741,"Census Tract 741, Queens County, New York",ny,140,0,ACSSF,7011,,,,,36,81,,,,74100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081074100,,,172198,0,558,23,211,129,157,38,4.12,37.81,23.12,28.14,6.81
36081074300,Census Tract 743,"Census Tract 743, Queens County, New York",ny,140,0,ACSSF,7012,,,,,36,81,,,,74300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081074300,,,193477,0,897,52,238,316,262,29,5.8,26.53,35.23,29.21,3.23
36081074500,Census Tract 745,"Census Tract 745, Queens County, New York",ny,140,0,ACSSF,7013,,,,,36,81,,,,74500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081074500,,,174486,0,1334,27,615,401,271,20,2.02,46.1,30.06,20.31,1.5
36081074700,Census Tract 747,"Census Tract 747, Queens County, New York",ny,140,0,ACSSF,7014,,,,,36,81,,,,74700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081074700,,,295509,0,665,0,304,209,152,0,0,45.71,31.43,22.86,0
36081074900,Census Tract 749,"Census Tract 749, Queens County, New York",ny,140,0,ACSSF,7015,,,,,36,81,,,,74900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081074900,,,359060,0,105,6,59,10,30,0,5.71,56.19,9.52,28.57,0
36081075701,Census Tract 757.01,"Census Tract 757.01, Queens County, New York",ny,140,0,ACSSF,7016,,,,,36,81,,,,75701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081075701,,,197647,0,1225,17,503,222,405,78,1.39,41.06,18.12,33.06,6.37
36081075702,Census Tract 757.02,"Census Tract 757.02, Queens County, New York",ny,140,0,ACSSF,7017,,,,,36,81,,,,75702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081075702,,,352706,0,695,48,249,71,291,36,6.91,35.83,10.22,41.87,5.18
36081076901,Census Tract 769.01,"Census Tract 769.01, Queens County, New York",ny,140,0,ACSSF,7018,,,,,36,81,,,,76901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081076901,,,181026,0,932,80,458,153,223,18,8.58,49.14,16.42,23.93,1.93
36081076902,Census Tract 769.02,"Census Tract 769.02, Queens County, New York",ny,140,0,ACSSF,7019,,,,,36,81,,,,76902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081076902,,,101240,0,513,10,195,87,161,60,1.95,38.01,16.96,31.38,11.7
36081077300,Census Tract 773,"Census Tract 773, Queens County, New York",ny,140,0,ACSSF,7020,,,,,36,81,,,,77300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081077300,,,279069,0,439,0,235,68,129,7,0,53.53,15.49,29.38,1.59
36081077500,Census Tract 775,"Census Tract 775, Queens County, New York",ny,140,0,ACSSF,7021,,,,,36,81,,,,77500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081077500,,,229488,0,616,30,267,128,163,28,4.87,43.34,20.78,26.46,4.55
36081077902,Census Tract 779.02,"Census Tract 779.02, Queens County, New York",ny,140,0,ACSSF,7022,,,,,36,81,,,,77902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081077902,,,559114,0,578,0,266,84,198,30,0,46.02,14.53,34.26,5.19
36081077903,Census Tract 779.03,"Census Tract 779.03, Queens County, New York",ny,140,0,ACSSF,7023,,,,,36,81,,,,77903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081077903,,,263016,0,560,16,276,94,142,32,2.86,49.29,16.79,25.36,5.71
36081077904,Census Tract 779.04,"Census Tract 779.04, Queens County, New York",ny,140,0,ACSSF,7024,,,,,36,81,,,,77904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081077904,,,385726,0,953,22,327,198,368,38,2.31,34.31,20.78,38.61,3.99
36081077905,Census Tract 779.05,"Census Tract 779.05, Queens County, New York",ny,140,0,ACSSF,7025,,,,,36,81,,,,77905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081077905,,,275241,0,253,0,73,88,82,10,0,28.85,34.78,32.41,3.95
36081077906,Census Tract 779.06,"Census Tract 779.06, Queens County, New York",ny,140,0,ACSSF,7026,,,,,36,81,,,,77906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081077906,,,289075,0,446,20,211,53,143,19,4.48,47.31,11.88,32.06,4.26
36081077907,Census Tract 779.07,"Census Tract 779.07, Queens County, New York",ny,140,0,ACSSF,7027,,,,,36,81,,,,77907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081077907,,,216834,0,702,45,209,181,267,0,6.41,29.77,25.78,38.03,0
36081077908,Census Tract 779.08,"Census Tract 779.08, Queens County, New York",ny,140,0,ACSSF,7028,,,,,36,81,,,,77908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081077908,,,200497,0,1158,28,320,373,423,14,2.42,27.63,32.21,36.53,1.21
36081078800,Census Tract 788,"Census Tract 788, Queens County, New York",ny,140,0,ACSSF,7029,,,,,36,81,,,,78800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081078800,,,192534,0,122,0,58,0,56,8,0,47.54,0,45.9,6.56
36081079000,Census Tract 790,"Census Tract 790, Queens County, New York",ny,140,0,ACSSF,7030,,,,,36,81,,,,79000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081079000,,,260592,0,321,13,85,88,112,23,4.05,26.48,27.41,34.89,7.17
36081079200,Census Tract 792,"Census Tract 792, Queens County, New York",ny,140,0,ACSSF,7031,,,,,36,81,,,,79200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081079200,,,363822,0,176,6,79,55,16,20,3.41,44.89,31.25,9.09,11.36
36081079300,Census Tract 793,"Census Tract 793, Queens County, New York",ny,140,0,ACSSF,7032,,,,,36,81,,,,79300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081079300,,,870160,0,0,0,0,0,0,0,,,,,
36081079701,Census Tract 797.01,"Census Tract 797.01, Queens County, New York",ny,140,0,ACSSF,7033,,,,,36,81,,,,79701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081079701,,,111310,0,2136,130,554,386,820,246,6.09,25.94,18.07,38.39,11.52
36081079702,Census Tract 797.02,"Census Tract 797.02, Queens County, New York",ny,140,0,ACSSF,7034,,,,,36,81,,,,79702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081079702,,,285448,0,1233,42,345,213,437,196,3.41,27.98,17.27,35.44,15.9
36081079900,Census Tract 799,"Census Tract 799, Queens County, New York",ny,140,0,ACSSF,7035,,,,,36,81,,,,79900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081079900,,,287107,0,529,0,162,90,186,91,0,30.62,17.01,35.16,17.2
36081080301,Census Tract 803.01,"Census Tract 803.01, Queens County, New York",ny,140,0,ACSSF,7036,,,,,36,81,,,,80301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081080301,,,315274,0,702,26,200,284,170,22,3.7,28.49,40.46,24.22,3.13
36081080302,Census Tract 803.02,"Census Tract 803.02, Queens County, New York",ny,140,0,ACSSF,7037,,,,,36,81,,,,80302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081080302,,,438822,0,400,34,114,57,105,90,8.5,28.5,14.25,26.25,22.5
36081080900,Census Tract 809,"Census Tract 809, Queens County, New York",ny,140,0,ACSSF,7038,,,,,36,81,,,,80900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081080900,,,1004959,0,1130,155,410,278,188,99,13.72,36.28,24.6,16.64,8.76
36081081400,Census Tract 814,"Census Tract 814, Queens County, New York",ny,140,0,ACSSF,7039,,,,,36,81,,,,81400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081081400,,,369558,0,308,38,64,61,145,0,12.34,20.78,19.81,47.08,0
36081081800,Census Tract 818,"Census Tract 818, Queens County, New York",ny,140,0,ACSSF,7040,,,,,36,81,,,,81800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081081800,,,374600,0,380,0,134,109,96,41,0,35.26,28.68,25.26,10.79
36081083700,Census Tract 837,"Census Tract 837, Queens County, New York",ny,140,0,ACSSF,7041,,,,,36,81,,,,83700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081083700,,,780782,0,632,89,61,203,211,68,14.08,9.65,32.12,33.39,10.76
36081083800,Census Tract 838,"Census Tract 838, Queens County, New York",ny,140,0,ACSSF,7042,,,,,36,81,,,,83800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081083800,,,495382,0,498,1,181,70,194,52,0.2,36.35,14.06,38.96,10.44
36081084000,Census Tract 840,"Census Tract 840, Queens County, New York",ny,140,0,ACSSF,7043,,,,,36,81,,,,84000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081084000,,,568482,0,600,0,207,47,262,84,0,34.5,7.83,43.67,14
36081084500,Census Tract 845,"Census Tract 845, Queens County, New York",ny,140,0,ACSSF,7044,,,,,36,81,,,,84500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081084500,,,188676,0,1844,16,574,408,747,99,0.87,31.13,22.13,40.51,5.37
36081084601,Census Tract 846.01,"Census Tract 846.01, Queens County, New York",ny,140,0,ACSSF,7045,,,,,36,81,,,,84601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081084601,,,333236,0,276,0,114,73,70,19,0,41.3,26.45,25.36,6.88
36081084602,Census Tract 846.02,"Census Tract 846.02, Queens County, New York",ny,140,0,ACSSF,7046,,,,,36,81,,,,84602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081084602,,,717562,0,72,0,17,15,40,0,0,23.61,20.83,55.56,0
36081084900,Census Tract 849,"Census Tract 849, Queens County, New York",ny,140,0,ACSSF,7047,,,,,36,81,,,,84900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081084900,,,303514,0,2110,0,461,232,1043,374,0,21.85,11,49.43,17.73
36081085300,Census Tract 853,"Census Tract 853, Queens County, New York",ny,140,0,ACSSF,7048,,,,,36,81,,,,85300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081085300,,,195226,0,1236,0,283,281,509,163,0,22.9,22.73,41.18,13.19
36081085500,Census Tract 855,"Census Tract 855, Queens County, New York",ny,140,0,ACSSF,7049,,,,,36,81,,,,85500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081085500,,,130506,0,2392,64,613,706,879,130,2.68,25.63,29.52,36.75,5.43
36081085700,Census Tract 857,"Census Tract 857, Queens County, New York",ny,140,0,ACSSF,7050,,,,,36,81,,,,85700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081085700,,,132521,0,1520,60,357,431,520,152,3.95,23.49,28.36,34.21,10
36081085900,Census Tract 859,"Census Tract 859, Queens County, New York",ny,140,0,ACSSF,7051,,,,,36,81,,,,85900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081085900,,,146219,0,1121,0,384,178,418,141,0,34.26,15.88,37.29,12.58
36081086100,Census Tract 861,"Census Tract 861, Queens County, New York",ny,140,0,ACSSF,7052,,,,,36,81,,,,86100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081086100,,,148788,0,429,10,95,70,202,52,2.33,22.14,16.32,47.09,12.12
36081086300,Census Tract 863,"Census Tract 863, Queens County, New York",ny,140,0,ACSSF,7053,,,,,36,81,,,,86300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081086300,,,144154,0,1857,42,672,300,752,91,2.26,36.19,16.16,40.5,4.9
36081086400,Census Tract 864,"Census Tract 864, Queens County, New York",ny,140,0,ACSSF,7054,,,,,36,81,,,,86400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081086400,,,1120710,0,360,14,129,104,102,11,3.89,35.83,28.89,28.33,3.06
36081086500,Census Tract 865,"Census Tract 865, Queens County, New York",ny,140,0,ACSSF,7055,,,,,36,81,,,,86500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081086500,,,158252,0,1691,66,343,200,932,150,3.9,20.28,11.83,55.12,8.87
36081086900,Census Tract 869,"Census Tract 869, Queens County, New York",ny,140,0,ACSSF,7056,,,,,36,81,,,,86900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081086900,,,595378,18201,554,5,120,110,244,75,0.9,21.66,19.86,44.04,13.54
36081087100,Census Tract 871,"Census Tract 871, Queens County, New York",ny,140,0,ACSSF,7057,,,,,36,81,,,,87100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081087100,,,412384,27328,861,53,286,235,232,55,6.16,33.22,27.29,26.95,6.39
36081088400,Census Tract 884,"Census Tract 884, Queens County, New York",ny,140,0,ACSSF,7058,,,,,36,81,,,,88400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081088400,,,1557916,621618,841,0,545,89,118,89,0,64.8,10.58,14.03,10.58
36081088901,Census Tract 889.01,"Census Tract 889.01, Queens County, New York",ny,140,0,ACSSF,7059,,,,,36,81,,,,88901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081088901,,,657467,0,1704,0,428,407,594,275,0,25.12,23.88,34.86,16.14
36081089200,Census Tract 892,"Census Tract 892, Queens County, New York",ny,140,0,ACSSF,7060,,,,,36,81,,,,89200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081089200,,,2874373,505629,366,0,128,0,111,127,0,34.97,0,30.33,34.7
36081090700,Census Tract 907,"Census Tract 907, Queens County, New York",ny,140,0,ACSSF,7061,,,,,36,81,,,,90700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081090700,,,2022039,332865,180,0,44,24,61,51,0,24.44,13.33,33.89,28.33
36081091601,Census Tract 916.01,"Census Tract 916.01, Queens County, New York",ny,140,0,ACSSF,7062,,,,,36,81,,,,91601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081091601,,,4374026,4924631,43,0,25,10,0,8,0,58.14,23.26,0,18.6
36081091602,Census Tract 916.02,"Census Tract 916.02, Queens County, New York",ny,140,0,ACSSF,7063,,,,,36,81,,,,91602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081091602,,,1277598,1124549,0,0,0,0,0,0,,,,,
36081091800,Census Tract 918,"Census Tract 918, Queens County, New York",ny,140,0,ACSSF,7064,,,,,36,81,,,,91800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081091800,,,1126858,2293626,0,0,0,0,0,0,,,,,
36081091900,Census Tract 919,"Census Tract 919, Queens County, New York",ny,140,0,ACSSF,7065,,,,,36,81,,,,91900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081091900,,,450774,327380,900,84,326,186,231,73,9.33,36.22,20.67,25.67,8.11
36081092200,Census Tract 922,"Census Tract 922, Queens County, New York",ny,140,0,ACSSF,7066,,,,,36,81,,,,92200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081092200,,,633290,700664,30,0,14,0,11,5,0,46.67,0,36.67,16.67
36081092500,Census Tract 925,"Census Tract 925, Queens County, New York",ny,140,0,ACSSF,7067,,,,,36,81,,,,92500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US36081092500,,,312425,0,747,0,229,196,230,92,0,30.66,26.24,30.79,12.32
